Name,Country,Region,DOB,Industry,IndustryType,Company,SelfMade,Type,Gender,Generation,CompanyAcquired
Isak Andic,Spain,Europe,1955,Consumer,Traded Sectors,Mango,self-made,founder non-finance,male,Unknown,new
Isidoro Alvarez,Spain,Europe,1935,"Retail, Restaurant",Non-Traded Sectors,El Corte Ingles,inherited,inherited,male,inherited from father,new
Iskander Makhmudov,Russia,Europe,1963,Mining and metals,Resource Related,Ural Mining and Metallurgical Company,self-made,privatized and resources,male,Unknown,new
Israel Asper,Canada,North America,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Israel Englander,United States,North America,1948,Hedge funds,Financial,Millennium Management LLC,self-made,self-made finance,male,Unknown,new
Issad Rebrab,Algeria,Middle East/North Africa,1944,Consumer,Traded Sectors,CEVITAL,self-made,founder non-finance,male,Unknown,new
Ivan Glasenberg,Australia,North America,1957,Mining and metals,Resource Related,Glencore Xstrata,self-made,privatized and resources,male,Unknown,new
J Christopher Flowers,United States,North America,1958,Private equity/leveraged buyout,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
J DeLeon,United States,North America,1966,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
J Joseph Ricketts,United States,North America,1942,Money Management,Financial,TD Ameritrade,self-made,self-made finance,male,Unknown,new
J. Christopher Reyes,United States,North America,1954,"Retail, Restaurant",Non-Traded Sectors,Reyes Holdings,self-made,executive,male,Unknown,aquired
J. Joe Ricketts,United States,North America,1942,Money Management,Financial,TD Ameritrade,self-made,self-made finance,male,Unknown,new
Jack Dangermond,United States,North America,1945,Technology-Computer,New Sectors,Environmental Systems Research Institute,self-made,founder non-finance,male,Unknown,new
Jack Dorsey,United States,North America,1977,Technology-Computer,New Sectors,Twitter,self-made,founder non-finance,male,Unknown,new
Jack Ma,China,East Asia,1964,Technology-Computer,New Sectors,Alibaba group,self-made,founder non-finance,male,Unknown,new
Jack Taylor,United States,North America,1923,"Retail, Restaurant",Non-Traded Sectors,Enterprise,self-made,founder non-finance,male,Unknown,new
Jackson Stephens,United States,North America,1924,Diversified financial,Financial,Stephens Group,self-made,self-made finance,male,Unknown,new
Jacky Xu,St. Kitts and Nevis,Latin America,Unknown,Consumer,Traded Sectors,Trendy Internation Group,self-made,founder non-finance,male,Unknown,new
Jacob and Yehudith Richter,Israel,Middle East/North Africa,Unknown,Technology-Medical,New Sectors,Medinol,self-made,founder non-finance,married couple,Unknown,new
Jacqueline Mars,United States,North America,1940,Consumer,Traded Sectors,"Mars, Incorperated",inherited,inherited,female,Third generation,new
Jacques Servier,France,Europe,1922,Diversified financial,Financial,Laboratories Servier,self-made,self-made finance,male,Unknown,new
Jaime Augusto Zobel de Ayala,Philippines,East Asia,Unknown,Money Management,Financial,Ayala Corporation,inherited,inherited,male,Fourth generation,new
Jaime Botin,Spain,Europe,1937,Money Management,Financial,Banco Santander,inherited,inherited,male,Third generation,new
Jaime Gilinski Bacal,Colombia,Latin America,1958,Money Management,Financial,Gilinski Group,self-made,self-made finance,male,Unknown,aquired
Jaime Zobel de Ayala,Philippines,East Asia,1935,Diversified financial,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jaiprakash Gaur,India,South Asia,1931,Diversified financial,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
James and Arthur Irving,Canada,North America,Unknown,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
James Arthur and John Irving,Canada,North America,Unknown,Energy,Resource Related,J.D. Irving,inherited,inherited,male,Third generation,new
James Balsillie,Canada,North America,1961,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
James Cargill,United States,North America,1925,Money Management,Financial,Cargill,inherited,inherited,male,Third generation,new
"James Cargill, II.",United States,North America,1950,Money Management,Financial,Cargill,inherited,inherited,male,Third generation,new
James Cayne,United States,North America,1934,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
James Clark,United States,North America,1944,Technology-Computer,New Sectors,Netscape Communications Corporation,self-made,founder non-finance,male,Unknown,new
James Coulter,United States,North America,1960,Private equity/leveraged buyout,Financial,TPG Capital,self-made,self-made finance,male,Unknown,new
James Dinan,United States,North America,1959,Hedge funds,Financial,York Capital management,self-made,self-made finance,male,Unknown,new
James Dyson,United Kingdom,Europe,1948,Consumer,Traded Sectors,Dyson,self-made,founder non-finance,male,Unknown,new
James France,United States,North America,1945,Other,other,NASCAR,inherited,inherited,male,inherited from father,new
James Goodnight,United States,North America,1943,Technology-Computer,New Sectors,SAS institute,self-made,founder non-finance,male,Unknown,new
James Irsay,United States,North America,1960,Other,other,Indianapolis Colts,inherited,inherited,male,inherited from father,aquired
James Irving,Canada,North America,1929,Diversified financial,Financial,J.D. Irving,inherited,inherited,male,Third generation,new
James Jannard,United States,North America,1950,Consumer,Traded Sectors,"Oakley, Inc",self-made,founder non-finance,male,Unknown,new
James Kim,United States,North America,1936,Technology-Computer,New Sectors,Amkor,self-made,founder non-finance,male,Unknown,new
James Leininger,United States,North America,1946,Technology-Medical,New Sectors,Kinetic Concepts (KCI),self-made,founder non-finance,male,Unknown,new
James Leprino,United States,North America,1937,Consumer,Traded Sectors,Leprino Foods,inherited,inherited,male,inherited from father,new
James Moran,United States,North America,1919,"Retail, Restaurant",Non-Traded Sectors,JM Family Enterprises,self-made,founder non-finance,male,Unknown,new
James Packer,Australia,North America,1968,Media,Non-Traded Sectors,Consolidated Press Holdings Limited,inherited,inherited,male,Third generation,aquired
James Pritzker,United States,North America,1952,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
James Ratcliffe,United Kingdom,Europe,1953,Non-consumer industrial,Traded Sectors,Ineos,self-made,founder non-finance,male,Unknown,new
James Simons,United States,North America,1938,Hedge funds,Financial,Renaissance Technologies,self-made,self-made finance,male,Unknown,new
James Sorenson,United States,North America,1922,Real Estate,Financial,Sorenson Companies,self-made,self-made finance,male,Unknown,new
Jamshyd Godrej,India,South Asia,1949,Consumer,Traded Sectors,Godrej Group,inherited,inherited,male,Third generation,new
Jan Koum,United States,North America,1976,Technology-Computer,New Sectors,WhatsApp,self-made,founder non-finance,male,Unknown,new
Jan Kulczyk,Poland,Europe,1950,Media,Non-Traded Sectors, Kulczyk Investments,self-made,privatized and resources,male,Unknown,privatization
Jan Wejchert,Poland,Europe,1950,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jane Lauder,United States,North America,1973,Consumer,Traded Sectors,Estée Lauder,inherited,inherited,female,Third generation,new
Jason Chang,Singapore,East Asia,1945,Technology-Computer,New Sectors,Advanced Semiconductor Engineering,self-made,founder non-finance,male,Unknown,new
Jassim Al-Kharafi,Kuwait,Middle East/North Africa,Unknown,Money Management,Financial,Kharafi Group,inherited,inherited,male,inherited from father,new
Jay Pritzker,United States,North America,1965,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jay Robert (J.B.) Pritzker,United States,North America,1965,Real Estate,Financial,Hyatt,inherited,inherited,male,inherited from father,aquired
Jay Van Andel,United States,North America,1925,Consumer,Traded Sectors,Amway,self-made,founder non-finance,male,Unknown,new
Jay Y Lee,South Korea,East Asia,1969,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jay Y. Lee,South Korea,East Asia,1969,Technology-Computer,New Sectors,Samsung,inherited,inherited,male,Third generation,new
Jayme Garfinkel,Brazil,Latin America,1947,Hedge funds,Financial,Porto Seguro Seguros,inherited,inherited,male,inherited from father,new
Jean (Gigi) Pritzker,United States,North America,1962,Real Estate,Financial,Hyatt,inherited,inherited,female,inherited from father,aquired
Jean Burelle,France,Europe,1939,Consumer,Traded Sectors,Plastic Omnium,inherited,inherited,male,inherited from father,new
Jean Claude Gandur,Switzerland,Europe,1949,Energy,Resource Related,Addax Petroleum,self-made,privatized and resources,male,Unknown,new
Jean Coutu,Canada,North America,1928,"Retail, Restaurant",Non-Traded Sectors,Jean Coutu Group,self-made,founder non-finance,male,Unknown,new
Jean Pierre Cayard,France,Europe,1943,Consumer,Traded Sectors,La Martiniquaise,inherited,inherited,male,inherited from father,new
Jean Pritzker,United States,North America,1962,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jean-Claude Decaux,France,Europe,1938,Media,Non-Traded Sectors,JCDecaux,self-made,founder non-finance,male,Unknown,new
Jean-Claude Gandur,Switzerland,Europe,1949,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jeanine Dick,France,Europe,1937,Technology-Medical,New Sectors,Virbac,inherited,inherited,female,spouse or widow,new
Jean-Louis Dumas,France,Europe,1939,Consumer,Traded Sectors,Hermes,inherited,inherited,male,Fourth generation,new
Jean-Michel Besnier,France,Europe,1968,Consumer,Traded Sectors,Lactalis,inherited,inherited,male,inherited from father,new
Jeff Bezos,United States,North America,1964,"Retail, Restaurant",Non-Traded Sectors,Amazon,self-made,founder non-finance,male,Unknown, new
Jeff Greene,United States,North America,1955,Real Estate,Financial,Unknown,self-made,self-made finance,male,Unknown,Unknown
Jeff Rothschild,United States,North America,1955,Technology-Computer,New Sectors,Facebook,self-made,executive,male,Unknown,new
Jeff Sutton,United States,North America,1960,Real Estate,Financial,Wharton Properties,self-made,self-made finance,male,Unknown,new
Jeffery Hildebrand,United States,North America,1960,Energy,Resource Related,Hilcorp Energy Company,self-made,privatized and resources,male,Unknown,new
Jeffrey Bezos,United States,North America,1964,"Retail, Restaurant",Non-Traded Sectors,Amazon,self-made,founder non-finance,male,Unknown, new
Jeffrey Gendell,United States,North America,1959,Hedge funds,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jeffrey Hildebrand,United States,North America,1959,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jeffrey Katzenberg,United States,North America,1951,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jeffrey Koo Jr,Taiwan,East Asia,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jeffrey Koo Sr,Taiwan,East Asia,Unknown,Money Management,Financial,Koos Group,inherited,inherited,male,Third generation,new
Jeffrey Lorberbaum,United States,North America,1955,Consumer,Traded Sectors,Mohawk Industries,self-made,executive,male,Unknown,aquired
Jeffrey Lurie,United States,North America,1952,Other,other,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jeffrey Skoll,Canada,North America,1965,Technology-Computer,New Sectors,Ebay,self-made,executive,male,Unknown,new
Jennifer Pritzker,United States,North America,1952,Real Estate,Financial,Hyatt,inherited,inherited,female,inherited from father,aquired
Jeremy Jacobs Sr,United States,North America,1940,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
"Jeremy Jacobs, Sr.",United States,North America,1940,Consumer,Traded Sectors,Delaware North Companies,inherited,inherited,male,inherited from father,new
Jerome Kohlberg,United States,North America,1926,Private equity/leveraged buyout,Financial,Kohberg Kravis Roberts & Co,self-made,self-made finance,male,Unknown,new
Jeronimo Arango,Mexico,Latin America,1926,"Retail, Restaurant",Non-Traded Sectors,Aurrera,self-made,founder non-finance,male,Unknown,new
Jerry Jones,United States,North America,1943,Other,other,Jones Oil and Land Lease,self-made,founder non-finance,male,Unknown,new
Jerry Speyer,United States,North America,1941,Real Estate,Financial,Tishman Speyer,self-made,self-made finance,male,Unknown,new
Jerry Yang,United States,North America,1969,Technology-Computer,New Sectors,Yahoo!,self-made,founder non-finance,male,Unknown,new
Jerry Zucker,United States,North America,1950,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jess Jackson,United States,North America,1930,Consumer,Traded Sectors,Kendall-Jackson,self-made,founder non-finance,male,Unknown,new
Jesse Robinson,United States,North America,1924,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jesus de Polanco,Spain,Europe,1930,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jia Yueting,China,East Asia,1973,Media,Non-Traded Sectors,Leshi Television,self-made,founder non-finance,male,Unknown,new
Jiang Bin,China,East Asia,1967,Technology-Computer,New Sectors,GoerTek,self-made,founder non-finance,male,Unknown,new
Jiang Rensheng,China,East Asia,1954,Technology-Medical,New Sectors,Chongqing Zhifei Biological Products,self-made,founder non-finance,male,Unknown,new
Jiang Zhaobai,China,East Asia,1964,Real Estate,Financial,Shanghai Pengxin Group,self-made,self-made finance,male,Unknown,new
Jignesh Shah,India,South Asia,1967,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jim Breyer,United States,North America,1962,Venture Capital,Financial,Breyer Capital,self-made,founder non-finance,male,Unknown,new
Jim Davis,United States,North America,1944,Consumer,Traded Sectors,New Balance,self-made,executive,male,Unknown,aquired
Jim Justice II,United States,North America,1952,Mining and metals,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
"Jim Justice, II.",United States,North America,1952,Mining and metals,Resource Related,Bluestone Industries,inherited,inherited,male,inherited from father,new
Jim Kennedy,United States,North America,1948,Media,Non-Traded Sectors,Cox Enterprises,inherited,inherited,male,Third generation,aquired
Jim Pattison,Canada,North America,1929,Money Management,Financial,Jim Pattison Group,self-made,self-made finance,male,Unknown,new
Jim Thompson,United States,North America,1940,Other,other,Crown Worldwide Group,self-made,founder non-finance,male,Unknown,new
Jim Walton,United States,North America,1948,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited,inherited,male,inherited from father, new
Jimmy Haslam,United States,North America,1954,"Retail, Restaurant",Non-Traded Sectors,Pilot Flying J,self-made,founder non-finance,male,Unknown,new
Jimmy Lai,Hong Kong,East Asia,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jin Sook & Do Won Chang,United States,North America,1955,Consumer,Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Jin Sook and Do Won Chang,United States,North America,1955,Consumer,Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Jitendra Tanti,India,South Asia,1965,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Jitendra Virwani,India,South Asia,1966,Real Estate,Financial,Embassy Property Developments,self-made,self-made finance,male,Unknown,new
Joachim Herz,Germany,Europe,1943,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Joan Kroc,United States,North America,1929,"Retail, Restaurant",Non-Traded Sectors,McDonald's,inherited,inherited,female,spouse or widow,new
Joan Tisch,United States,North America,1926,Real Estate,Financial,Loews Corporation,inherited,inherited,female,spouse or widow,new
